ticker,sector,industry,earnings_date,sentiment_score,financial_quality_score,valuation_score,leverage_score,forecast_score,risk_score_combined,predicted_return,lower_bound,upper_bound,interval_width,sentiment_pct,financial_pct,forecast_pct,valuation_pct,leverage_pct,risk_pct,overall_score,overall_rank_in_sector,peer_count,rank_percentile,recommendation,sector_avg_sentiment,sector_avg_financial_quality,sector_avg_forecast,sector_avg_risk,sector_avg_overall_score,sentiment_vs_sector,financial_vs_sector,forecast_vs_sector,risk_vs_sector,return_20d,market_cap,sector_raw,industry_raw,quarter,forecast_confidence,downside_risk,recommendation_score,quarter_rank,is_top10,prob_up,expected_alpha,prob_adjusted_return,alpha_prob_score,return_to_uncertainty,alpha_to_uncertainty,expected_alpha_rank,prob_adjusted_return_rank,forecast_confidence_rank,overall_score_rank,return_to_uncertainty_rank,downside_risk_rank,final_score,portfolio_type,weight,weighted_return,weighted_predicted_return
PH,Industrials,Specialty Industrial Machinery,2022-05-05,0.3117432624030918,0.2198700028,-26.55746,-65.554,0.1159139771370203,0.5024250900530515,0.0332966367244509,-0.108365109978167,0.178886881825327,0.287251991803494,0.5112781954887218,0.8195488721804511,0.9661654135338346,0.1954887218045112,0.5300751879699248,0.793233082706767,0.619172932330827,57.0,266,0.7894736842105263,Hold,0.3129178525257217,-0.0324565641269925,0.013785053236104915,0.4502777931946961,0.5015037593984962,-0.0011745901226298,0.2523265669269925,0.0219156180390445,0.0521472968583553,0.0075209372688402,114175016960.0,Industrials,Specialty Industrial Machinery,2022Q2,3.4812518182024266,0.1416617467026179,0.6914612807282886,8.0,True,0.5,0.019511583488345984,0.01664831836222545,0.009755791744172992,0.11591397713702038,0.0679247354948129,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8117647058823529,0.8941176470588236,0.18823529411764706,0.7841176470588235,Long_Short,0.05,0.00037604686344201005,0.001664831836222545
MTX,Basic Materials,Specialty Chemicals,2022-04-29,0.5806352550842265,0.1198599992,-10.724596,-54.851,0.0740146753933919,0.3042241451812411,0.0195218950156469,-0.1113579875039158,0.1523980973159119,0.2637560848198277,0.97196261682243,0.4672897196261682,0.9065420560747663,0.616822429906542,0.5233644859813084,0.2616822429906542,0.7289719626168224,4.0,107,0.97196261682243,Buy,0.2821841289930048,0.1394136077375701,-0.0014398999079282752,0.3960616588256828,0.5037383177570093,0.2984511260912217,-0.0195536085375701,0.0061933072171105,-0.0918375136444417,0.059739240476196,2372788224.0,Basic Materials,Specialty Chemicals,2022Q2,3.7913673510726715,0.1308798825195627,0.7145435492430716,4.0,True,0.5,0.020961794923575177,0.00976094750782345,0.010480897461787589,0.07401467539339197,0.07947386489312379,0.8470588235294118,0.7176470588235294,0.8470588235294118,0.9529411764705882,0.8117647058823529,0.09411764705882353,0.7799999999999999,Long_Short,0.05,0.0029869620238098,0.0009760947507823451
KRT,Consumer Cyclical,Packaging & Containers,2022-05-12,0.3495826496889995,0.158896006,-12.024691,-49.333,0.0933465658245796,0.4785572810085154,0.0397719767057422,-0.1782181017819692,0.2478488135656954,0.4260669153476646,0.652014652014652,0.6703296703296703,0.9377289377289376,0.5494505494505495,0.7692307692307693,0.7838827838827839,0.6716117216117216,29.0,273,0.8974358974358975,Hold,0.2937265521965516,0.1291357880104981,0.012784026842866978,0.463530594762463,0.5014652014652015,0.0558560974924479,0.0297602179895018,0.0294511747859265,0.0150266862460524,0.1194030012234184,583340224.0,Consumer Cyclical,Packaging & Containers,2022Q2,2.3470436612999035,0.2179900784877114,0.5108006077977204,20.0,False,0.5,0.026987949862875223,0.0198859883528711,0.013493974931437612,0.09334656582457965,0.06334189665714089,0.9058823529411765,0.9176470588235294,0.4823529411764706,0.8941176470588236,0.8588235294117647,0.5882352941176471,0.7641176470588235,Long_Short,0.05,0.00597015006117092,0.00198859883528711
SU,Energy,Oil & Gas Integrated,2022-05-10,0.4355564933107678,0.2238839999999999,-11.508191,-32.358,0.0565616669652583,0.3535099674144093,0.0209543738350149,-0.1261488317394478,0.2443196922207573,0.3704685239602051,0.9081632653061223,0.673469387755102,0.8775510204081632,0.6020408163265306,0.7857142857142857,0.3571428571428571,0.7739795918367347,1.0,98,1.0,Buy,0.2612681571950014,0.1736823675338775,-0.0011493293468911338,0.4266545525131396,0.5040816326530612,0.1742883361157663,0.0502016324661224,0.0118392138559077,-0.0731445850987303,0.2486481231918182,72261607424.0,Energy,Oil & Gas Integrated,2022Q2,2.699277363790436,0.1471032055744627,0.7062232130580818,6.0,True,0.5,0.022103703181906034,0.01047718691750745,0.011051851590953017,0.0565616669652583,0.05966402565486159,0.8588235294117647,0.7294117647058823,0.6470588235294118,0.9882352941176471,0.7294117647058823,0.2235294117647059,0.7470588235294116,Long_Short,0.05,0.01243240615959091,0.001047718691750745
ATI,Industrials,Metal Fabrication,2022-05-04,0.477683284376661,0.1591499938,-34.61537,-96.904,0.0910666651192165,0.3871723737529802,0.0298028632454852,-0.1193744066859598,0.2078888365634212,0.327263243249381,0.8082706766917294,0.6090225563909775,0.9210526315789472,0.1090225563909774,0.3571428571428571,0.5075187969924813,0.6343984962406015,49.0,266,0.8195488721804511,Hold,0.3129178525257217,-0.0324565641269925,0.013785053236104915,0.4502777931946961,0.5015037593984962,0.1647654318509393,0.1916065579269925,0.0184218445600788,-0.0631054194417158,-0.0358127025736857,25537712128.0,Industrials,Metal Fabrication,2022Q2,3.055634768012168,0.149177269931445,0.6805640183229972,13.0,False,0.5,0.016017810009380285,0.0149014316227426,0.008008905004690143,0.09106666511921654,0.04894457717207571,0.7647058823529411,0.8235294117647058,0.7294117647058823,0.8352941176470589,0.8470588235294118,0.23529411764705882,0.7429411764705882,Long_Short,0.05,-0.001790635128684285,0.0014901431622742602
MNSO,Consumer Cyclical,Specialty Retail,2022-05-26,0.0512830697532211,0.216989999,-7.810006,-104.0,0.11856682278887,0.0140966188897737,0.0567656461355102,-0.2010874948931737,0.277676515421658,0.4787640103148317,0.0659340659340659,0.8241758241758241,0.9523809523809524,0.7985347985347986,0.4542124542124542,0.1135531135531135,0.6269230769230769,57.0,273,0.7948717948717949,Hold,0.2937265521965516,0.1291357880104981,0.012784026842866978,0.463530594762463,0.5014652014652015,-0.2424434824433305,0.0878542109895018,0.0464448442156945,-0.4494339758726893,0.5794222915357687,4112271872.0,Consumer Cyclical,Specialty Retail,2022Q2,2.088707358422891,0.2578531410286839,0.476659509883764,21.0,False,0.5,0.04398161929264323,0.0283828230677551,0.021990809646321614,0.11856682278887008,0.09186473185189808,0.9411764705882353,0.9294117647058824,0.29411764705882354,0.8235294117647058,0.9176470588235294,0.8705882352941177,0.7305882352941175,Long_Short,0.05,0.02897111457678844,0.0028382823067755105
GHG,Consumer Cyclical,Lodging,2022-05-11,0.0556831399987761,0.1160079964,-2.3061223,-91.616,-0.0535536715975742,0.2199223557803659,-0.0308091726191883,-0.2885408871552017,0.2867533577852749,0.5752942449404767,0.0695970695970696,0.4578754578754578,0.0549450549450549,0.9304029304029304,0.4798534798534798,0.1868131868131868,0.3652014652014652,225.0,273,0.1794871794871795,Avoid,0.2937265521965516,0.1291357880104981,0.012784026842866978,0.463530594762463,0.5014652014652015,-0.2380434121977754,-0.0131277916104981,-0.041129974539004,-0.2436082389820971,-0.0223325387741386,114013984.0,Consumer Cyclical,Lodging,2022Q2,1.738237902702404,0.2577317145360134,0.0760132136070538,82.0,False,0.5,-0.04359319946205528,-0.01540458630959415,-0.02179659973102764,-0.0535536715975742,-0.07577535160501055,0.047058823529411764,0.058823529411764705,0.12941176470588237,0.17647058823529413,0.17647058823529413,0.8588235294117647,0.04941176470588236,Long_Short,-0.05,0.00111662693870693,0.0015404586309594151
CERS,Healthcare,Medical Devices,2022-05-05,0.4197797056014984,0.06326400032,-13.34459,-142.574,-0.0725450802266748,0.8051161173691673,-0.0349015364557492,-0.2847771034513721,0.1963232523772468,0.481100355828619,0.8523489932885906,0.4463087248322148,0.110738255033557,0.4295302013422818,0.1644295302013423,0.8859060402684564,0.4176174496644295,214.0,298,0.285234899328859,Avoid,0.254586528118586,-2.4283354503314025,0.017686332811961282,0.4725668890848757,0.5013422818791946,0.1651931774829124,2.4915994506514023,-0.0342712805806632,0.3325492282842915,0.0437500062088169,516951936.0,Healthcare,Medical Devices,2022Q2,2.07856408610128,0.24987556699562288,0.1122346603277544,78.0,False,0.5,-0.05258786926771048,-0.0174507682278746,-0.02629393463385524,-0.07254508022667483,-0.10930725642445221,0.023529411764705882,0.03529411764705882,0.24705882352941178,0.2823529411764706,0.07058823529411765,0.8352941176470589,0.06058823529411763,Long_Short,-0.05,-0.002187500310440845,0.00174507682278746
SWIM,Industrials,Building Products & Equipment,2022-05-12,0.1427674862271588,0.0738439999999999,-20.697046,-86.917,-0.0536223392363916,0.0145000896690454,-0.0262153410856881,-0.2689142816929266,0.219973145388163,0.4888874270810897,0.2180451127819548,0.2368421052631578,0.0338345864661654,0.3684210526315789,0.4022556390977443,0.1015037593984962,0.287406015037594,251.0,266,0.0601503759398496,Avoid,0.3129178525257217,-0.0324565641269925,0.013785053236104915,0.4502777931946961,0.5015037593984962,-0.1701503662985628,0.1063005641269924,-0.0375963597710944,-0.4357777035256506,-0.1009009730398857,657504896.0,Industrials,Building Products & Equipment,2022Q2,2.0454564776067703,0.24269894060723848,0.0664061018764427,84.0,False,0.5,-0.04000039432179302,-0.01310767054284405,-0.02000019716089651,-0.053622339236391627,-0.0818190656723366,0.07058823529411765,0.10588235294117647,0.21176470588235294,0.08235294117647059,0.16470588235294117,0.7411764705882353,0.0711764705882353,Long_Short,-0.05,0.005045048651994285,0.001310767054284405
AGL,Healthcare,Medical Care Facilities,2022-05-05,0.3732708136609113,-0.2632719998,165.60757,-18.409,-0.0775834548581565,0.2938023798673402,-0.0408974211118725,-0.2883937105725847,0.2387463040502366,0.5271400146228213,0.7550335570469798,0.2114093959731543,0.1040268456375839,0.9966442953020134,0.738255033557047,0.2248322147651006,0.5134228187919463,131.0,298,0.563758389261745,Hold,0.254586528118586,-2.4283354503314025,0.017686332811961282,0.4725668890848757,0.5013422818791946,0.1186842855423253,2.1650634505314024,-0.0402671652367865,-0.1787645092175355,0.0877290394225429,1704415616.0,Healthcare,Medical Care Facilities,2022Q2,1.8970256008546735,0.24749628946071223,0.1399215817997429,71.0,False,0.5,-0.05858375392383378,-0.02044871055593625,-0.02929187696191689,-0.07758345485815654,-0.11113488098768312,0.011764705882352941,0.011764705882352941,0.18823529411764706,0.5529411764705883,0.03529411764705882,0.8235294117647058,0.07999999999999999,Long_Short,-0.05,-0.004386451971127145,0.002044871055593625
CEVA,Technology,Semiconductors,2022-05-10,0.2660608027196613,0.103723994,-52.300446,-4.99,-0.0551894584786127,0.2753111187782475,-0.0282838436525291,-0.2562126208330768,0.2562727204396821,0.5124853412727589,0.4970760233918128,0.3245614035087719,0.0467836257309941,0.0701754385964912,0.8596491228070176,0.3216374269005848,0.3755847953216374,265.0,342,0.2280701754385965,Avoid,0.2819207506498476,-0.2704238544600766,0.0014986983089245788,0.4247136966433791,0.5011695906432748,-0.0158599479301862,0.3741478484600766,-0.0366357534302991,-0.1494025778651316,0.045259290689221,1199624448.0,Technology,Semiconductors,2022Q2,1.951271515873968,0.2279287771805477,0.099415823807192,80.0,False,0.5,-0.02978254196145368,-0.01414192182626455,-0.01489127098072684,-0.055189458478612764,-0.05811382579970578,0.1411764705882353,0.08235294117647059,0.2,0.2,0.1411764705882353,0.6470588235294118,0.10470588235294118,Long_Short,-0.05,-0.00226296453446105,0.001414192182626455
RGR,Industrials,Aerospace & Defense,2022-05-05,0.0671591661306415,0.0138979999999999,-19.636364,-0.583,-0.0778643388656368,0.3729076911650638,-0.0307014525709419,-0.1970307959098203,0.1972623446199095,0.3942931405297298,0.0526315789473684,0.1278195488721804,0.0225563909774436,0.4360902255639097,0.9887218045112782,0.4699248120300752,0.2451127819548872,257.0,266,0.037593984962406,Avoid,0.3129178525257217,-0.0324565641269925,0.013785053236104915,0.4502777931946961,0.5015037593984962,-0.2457586863950802,0.0463545641269925,-0.0420824712563482,-0.0773701020296322,0.0265204868125072,619912576.0,Industrials,Aerospace & Defense,2022Q2,2.5361776836361583,0.16632934333887842,0.2430403004624168,57.0,False,0.5,-0.044486505807046814,-0.01535072628547095,-0.022243252903523407,-0.0778643388656368,-0.1128256832507825,0.03529411764705882,0.07058823529411765,0.6,0.03529411764705882,0.023529411764705882,0.35294117647058826,0.10823529411764705,Long_Short,-0.05,-0.00132602434062536,0.001535072628547095
KVHI,Communication Services,Telecom Services,2022-05-10,0.1323865262336999,0.0268279994,-10.013333,-3.26,-0.0456764515213467,0.4771764484075003,-0.0213656347451988,-0.2635997214628362,0.2041596678312756,0.4677593892941118,0.2,0.1523809523809524,0.1142857142857142,0.4666666666666667,0.9333333333333332,0.8857142857142857,0.2623809523809524,100.0,105,0.0571428571428571,Avoid,0.278602079529016,0.1292768957859047,0.0090721052267028,0.3578756329009985,0.5038095238095238,-0.146215553295316,-0.1024488963859047,-0.0301802743915516,0.1193008155065017,0.1513889140920881,146428128.0,Communication Services,Telecom Services,2022Q2,2.137846690073695,0.2422340867176374,0.0641920344653742,85.0,False,0.5,-0.0304377399719016,-0.0106828173725994,-0.0152188699859508,-0.04567645152134679,-0.06507122165225364,0.12941176470588237,0.18823529411764706,0.3058823529411765,0.047058823529411764,0.21176470588235294,0.7294117647058823,0.12352941176470589,Long_Short,-0.05,-0.007569445704604405,0.00106828173725994
CNTY,Consumer Cyclical,Resorts & Casinos,2022-05-06,0.4177852907726249,-0.4301580429999999,2.84,-72.097,-0.0619075972663038,0.4536944873990018,-0.0265226659443058,-0.2250084783822475,0.203413964223916,0.4284224426061636,0.7362637362637363,0.0146520146520146,0.0402930402930402,0.956043956043956,0.6355311355311355,0.7509157509157509,0.3798534798534799,212.0,273,0.227106227106227,Avoid,0.2937265521965516,0.1291357880104981,0.012784026842866978,0.463530594762463,0.5014652014652015,0.1240587385760733,-0.5592938310104981,-0.0368434678641215,-0.0098361073634612,-0.1358381340912012,40004036.0,Consumer Cyclical,Resorts & Casinos,2022Q2,2.334139313005029,0.1984858124379417,0.1302378308249338,72.0,False,0.5,-0.039306692787172776,-0.0132613329721529,-0.019653346393586388,-0.061907597266303814,-0.09174729689875119,0.08235294117647059,0.09411764705882353,0.4470588235294118,0.21176470588235294,0.12941176470588237,0.5058823529411764,0.13470588235294118,Long_Short,-0.05,0.006791906704560061,0.00132613329721529
OESX,Industrials,Electrical Equipment & Parts,2022-06-07,0.3817043035220876,0.0034419955999999,-10.265957,-52.935,-0.05345069709094,0.612948845707529,-0.0230915449300432,-0.2407282720981604,0.1912865141647511,0.4320147862629117,0.6729323308270677,0.112781954887218,0.037593984962406,0.7894736842105263,0.631578947368421,0.8421052631578947,0.3618421052631579,223.0,266,0.1654135338345864,Avoid,0.3129178525257217,-0.0324565641269925,0.013785053236104915,0.4502777931946961,0.5015037593984962,0.0687864509963659,0.0358985597269925,-0.0344725636154495,0.1626710525128329,-0.1057269359125839,39145492.0,Industrials,Electrical Equipment & Parts,2022Q2,2.3147302293056264,0.2176367271681172,0.1193759181399118,76.0,False,0.5,-0.03687659816614812,-0.0115457724650216,-0.01843829908307406,-0.05345069709094007,-0.08535937652913948,0.09411764705882353,0.15294117647058825,0.43529411764705883,0.15294117647058825,0.18823529411764706,0.5764705882352941,0.14470588235294118,Long_Short,-0.05,0.005286346795629195,0.00115457724650216
KNDI,Consumer Cyclical,Recreational Vehicles,2022-05-09,0.1486937871360895,-0.35759401,-4.9366665,-11.675,-0.0335707074957845,0.4278437950243655,-0.0160728954084298,-0.2419862615871805,0.2367901192722508,0.4787763808594314,0.2564102564102564,0.0256410256410256,0.0695970695970696,0.912087912087912,0.9487179487179488,0.717948717948718,0.2987179487179487,247.0,273,0.0989010989010988,Avoid,0.2937265521965516,0.1291357880104981,0.012784026842866978,0.463530594762463,0.5014652014652015,-0.1450327650604621,-0.4867297980104982,-0.0263936973282455,-0.0356867997380975,0.1991342205807464,74357576.0,Consumer Cyclical,Recreational Vehicles,2022Q2,2.0886533908618357,0.2259133661787507,0.0867152834332815,81.0,False,0.5,-0.02885692225129678,-0.0080364477042149,-0.01442846112564839,-0.03357070749578454,-0.06027210851000738,0.16470588235294117,0.2235294117647059,0.2823529411764706,0.09411764705882353,0.25882352941176473,0.6352941176470588,0.15588235294117647,Long_Short,-0.05,-0.009956711029037321,0.0008036447704214901
OZK,Financial Services,Banks - Regional,2022-07-22,0.3488355667293633,0.230184,-7.9053235,-72.097,0.1882370694121754,0.4315821325184545,0.0477012480594811,-0.0829202780546207,0.1704892122831326,0.2534094903377534,0.6294964028776978,0.697841726618705,0.9676258992805756,0.7697841726618705,0.4442446043165468,0.6187050359712231,0.6848920863309352,19.0,278,0.935251798561151,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,0.0693604951164171,-0.0453222445651151,0.0323814272392578,-0.0193476223998931,0.1039735401403056,5536892928.0,Financial Services,Banks - Regional,2022Q3,3.9461665484612296,0.1306215261141018,0.738923148295608,4.0,True,0.5,0.027222459590826757,0.02385062402974055,0.013611229795413378,0.18823706941217547,0.10742435940415812,0.8921001926782274,0.9595375722543352,0.8631984585741811,0.9229287090558767,0.9865125240847784,0.2023121387283237,0.8639691714836224,Equal_Weight,0.06666666666666667,0.0069315693426870405,0.003180083203965407
PNC,Financial Services,Banks - Regional,2022-07-15,0.2495814840419324,0.1627940002,-11.039851,-72.097,0.3063295852365381,0.4174684781834778,0.0600729836715814,-0.043479836739347,0.152624882612556,0.196104719351903,0.4424460431654676,0.3705035971223021,0.9964028776978416,0.3237410071942446,0.4442446043165468,0.5719424460431655,0.5221223021582734,127.0,278,0.5467625899280575,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,-0.0298935875710137,-0.1127122443651151,0.0447531628513581,-0.0334612767348698,0.1382477938067376,93235273728.0,Financial Services,Banks - Regional,2022Q3,5.099290338419679,0.10355282041092839,0.6932570055601333,35.0,False,0.5,0.03959419520292705,0.0300364918357907,0.019797097601463524,0.30632958523653814,0.20190229705578872,0.9479768786127167,0.9749518304431599,0.953757225433526,0.5780346820809249,0.9961464354527938,0.07321772639691715,0.8538535645472062,Equal_Weight,0.06666666666666667,0.00921651958711584,0.004004865578105426
FBP,Financial Services,Banks - Regional,2022-07-22,0.2543780944830594,0.213857996,-10.336619,-72.097,0.1985700813592399,0.4275687943964841,0.0608543904227053,-0.0757785018104457,0.2306835363579858,0.3064620381684316,0.4496402877697841,0.6690647482014388,0.974820143884892,0.4424460431654676,0.4442446043165468,0.5971223021582733,0.6035971223021583,61.0,278,0.7841726618705036,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,-0.0250969771298867,-0.0616482485651151,0.045534569602482,-0.0233609605218635,0.0607094389569815,3828437760.0,Financial Services,Banks - Regional,2022Q3,3.263036240769765,0.136632892233151,0.6968767699988229,31.0,False,0.5,0.04037560195405096,0.03042719521135265,0.02018780097702548,0.19857008135923992,0.13174705241896284,0.9499036608863198,0.9807321772639692,0.7398843930635838,0.7938342967244701,0.9903660886319846,0.23314065510597304,0.8475915221579962,Equal_Weight,0.06666666666666667,0.004047295930465433,0.004056959361513687
OFG,Financial Services,Banks - Regional,2022-07-21,0.2704512298566419,0.1904779939999999,-9.944681,-72.097,0.1847385785914224,0.285460186611032,0.0473053404654898,-0.0854918035277678,0.1705735840463879,0.2560653875741557,0.4856115107913669,0.5539568345323741,0.9640287769784172,0.4964028776978417,0.4442446043165468,0.1834532374100719,0.6284172661870504,46.0,278,0.8381294964028777,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,-0.0090238417563042,-0.0850282505651151,0.0319855196452665,-0.1654695683073156,0.1027654026675339,1975157376.0,Financial Services,Banks - Regional,2022Q3,3.905237268637628,0.1327971439932576,0.7139270604690454,16.0,False,0.5,0.026826551996835455,0.0236526702327449,0.013413275998417728,0.18473857859142245,0.104764050647087,0.8882466281310212,0.953757225433526,0.8535645472061657,0.838150289017341,0.9845857418111753,0.2138728323699422,0.8464354527938343,Equal_Weight,0.06666666666666667,0.006851026844502259,0.0031536893643659865
HBAN,Financial Services,Banks - Regional,2022-07-21,0.4987997975801993,0.153159999,-8.827496,-72.097,0.157597057533158,0.3157457701673267,0.0459737890382715,-0.071772065698211,0.2199442401823173,0.2917163058805284,0.89568345323741,0.3201438848920863,0.9316546762589928,0.6870503597122302,0.4442446043165468,0.2589928057553957,0.6775179856115108,24.0,278,0.9172661870503596,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,0.2193247259672531,-0.1223462455651151,0.0306539682180482,-0.135183984751021,0.0742127395900851,34096336896.0,Financial Services,Banks - Regional,2022Q3,3.427976262777999,0.1177458547364825,0.7291400142638536,7.0,True,0.5,0.025495000569617152,0.02298689451913575,0.012747500284808576,0.15759705753315806,0.08739625677215916,0.8670520231213873,0.9479768786127167,0.7745664739884393,0.9113680154142582,0.9614643545279383,0.1329479768786127,0.8394990366088633,Equal_Weight,0.06666666666666667,0.004947515972672341,0.0030649192692181
EGO,Basic Materials,Gold,2022-07-29,0.4712123385199082,0.3262759979999999,-5.115774,-28.789,0.1653071736702196,0.2719493771566228,0.0654024290465569,-0.1162926924256175,0.2793481154552177,0.3956408078808353,0.897196261682243,0.8691588785046729,1.0,0.9252336448598132,0.719626168224299,0.205607476635514,0.8855140186915889,1.0,107,1.0,Buy,0.2821841289930048,0.1394136077375701,0.022715176141132068,0.3960616588256828,0.5037383177570093,0.1890282095269034,0.1868623902624298,0.0520738412480205,-0.12411228166906,-0.0535713772267559,7620676096.0,Basic Materials,Gold,2022Q3,2.527538748637994,0.1816951214721744,0.7766791397191763,1.0,True,0.5,0.04268725290542483,0.03270121452327845,0.021343626452712414,0.1653071736702196,0.10789368579137104,0.953757225433526,0.9865125240847784,0.4951830443159923,1.0,0.9730250481695568,0.48554913294797686,0.830057803468208,Equal_Weight,0.06666666666666667,-0.0035714251484503935,0.004360161936437126
CFG,Financial Services,Banks - Regional,2022-07-19,0.4491365749920706,0.13144,-10.240281,-72.097,0.169539997938768,0.4438934952376795,0.0449538617413751,-0.0383657008934011,0.2267852531464407,0.2651509540398419,0.8345323741007195,0.197841726618705,0.9496402877697842,0.4532374100719424,0.4442446043165468,0.6618705035971223,0.5715827338129498,85.0,278,0.697841726618705,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,0.1696615033791244,-0.1440662445651151,0.0296340409211518,-0.0070362596806681,0.0698976473469539,27770656768.0,Financial Services,Banks - Regional,2022Q3,3.7714223288346553,0.08331956263477619,0.6979786180680095,26.0,False,0.5,0.024475073272720752,0.02247693087068755,0.012237536636360376,0.169539997938768,0.09230583784060334,0.8458574181117534,0.9421965317919075,0.8362235067437379,0.7186897880539499,0.9749518304431599,0.025048169556840076,0.8187861271676301,Equal_Weight,0.06666666666666667,0.004659843156463593,0.0029969241160916734
BNS,Financial Services,Banks - Diversified,2022-08-23,0.5616759986158462,0.158809998,-12.328912,-72.097,0.1829593180788457,0.3984728256789835,0.0377972535534545,-0.0711984573318812,0.1353888375434085,0.2065872948752897,0.9532374100719424,0.3489208633093525,0.9532374100719424,0.2410071942446043,0.4442446043165468,0.5,0.6347122302158275,41.0,278,0.8561151079136691,Hold,0.2794750716129462,0.2755062445651151,0.020478788468654346,0.4509297549183477,0.5014388489208633,0.2822009270028999,-0.1166962465651151,0.0224774327332312,-0.0524569292393641,-0.1162633826572351,100170407936.0,Financial Services,Banks - Diversified,2022Q3,4.8405453009991,0.10899571088533569,0.7262621779381115,10.0,True,0.5,0.017318465084800155,0.01889862677672725,0.008659232542400077,0.18295931807884572,0.08383081478674637,0.7514450867052023,0.9229287090558767,0.9402697495183044,0.8497109826589595,0.9807321772639692,0.09248554913294797,0.8181117533718689,Equal_Weight,0.06666666666666667,-0.007750892177149006,0.0025198169035636334
RLX,Consumer Defensive,Tobacco,2022-09-21,0.3042398744776971,0.160849998,-11.875522,-1.323,0.3756683048322669,0.3913100253174207,0.1486306430992567,-0.1285002455793801,0.2671420418297591,0.3956422874091392,0.5,0.6388888888888888,1.0,0.5833333333333334,0.9907407407407408,0.5277777777777778,0.6893518518518518,6.0,108,0.9537037037037036,Hold,0.2976467916587303,0.1230319250059259,0.008795516661663453,0.3900424528943265,0.5037037037037037,0.0065930828189668,0.037818072994074,0.1415104215504204,0.0012675724230942,-0.1520000192654563,2420064000.0,Consumer Defensive,Tobacco,2022Q3,2.5275292967776015,0.2771308886786368,0.6295424731757744,109.0,False,0.5,0.13983512643759324,0.07431532154962835,0.06991756321879662,0.37566830483226693,0.353437378789617,1.0,1.0,0.4932562620423892,0.9344894026974951,1.0,0.9499036608863198,0.8166666666666667,Equal_Weight,0.06666666666666667,-0.010133334617697087,0.009908709539950445
GEF,Consumer Cyclical,Packaging & Containers,2022-09-01,-0.0696582844081733,0.1309860005999999,-14.547621,-39.344,0.1632220230333472,0.0042326067727918,0.0426101452581698,-0.1448181568669231,0.1162371912060589,0.2610553480729821,0.0073260073260073,0.5384615384615384,0.989010989010989,0.3956043956043956,0.7948717948717948,0.0036630036630036,0.552930402930403,99.0,273,0.641025641025641,Hold,0.2937265521965516,0.1291357880104981,0.0043168066434200745,0.463530594762463,0.5014652014652015,-0.363384836604725,0.0018502125895018,0.0322893433383541,-0.4592979879896712,-0.0836152422835619,3718048512.0,Consumer Cyclical,Packaging & Containers,2022Q3,3.83059062681914,0.1874283021250929,0.6147717761865982,119.0,False,0.5,0.038293338614749727,0.0213050726290849,0.019146669307374863,0.16322202303334726,0.14668610396727175,0.9441233140655106,0.9383429672447013,0.8458574181117534,0.6589595375722543,0.9672447013487476,0.535645472061657,0.8134874759152216,Equal_Weight,0.06666666666666667,-0.005574349485570794,0.0028406763505446535
VNT,Technology,Scientific & Technical Instruments,2022-08-04,0.6280554488768503,0.243451999,-7.778971,-153.149,0.1006737811985043,0.4684390719392975,0.0321037702537945,-0.1402570976471271,0.1786309901730038,0.318888087820131,0.9619883040935672,0.7456140350877193,0.9736842105263158,0.8333333333333334,0.1198830409356725,0.7456140350877193,0.7423976608187135,9.0,342,0.9766081871345028,Buy,0.2819207506498476,-0.2704238544600766,0.002267811754105976,0.4247136966433791,0.5011695906432748,0.3461346982270026,0.5138758534600766,0.0237518604760244,0.0437253752959183,-0.1076769557091926,4057856000.0,Technology,Scientific & Technical Instruments,2022Q3,3.1358865454939897,0.1723608679009216,0.7237155609588618,13.0,False,0.5,0.029835958499688526,0.01605188512689725,0.014917979249844263,0.10067378119850434,0.09356218083109029,0.9190751445086706,0.8766859344894027,0.7109826589595376,0.9653179190751445,0.8728323699421965,0.41811175337186895,0.8127167630057804,Equal_Weight,0.06666666666666667,-0.007178463713946173,0.002140251350252967
